study,condition_arm1,condition_arm2,multi_arm1,multi_arm2,outcome_type,instrument,rating,mean_arm1,sd_arm1,n_arm1,mean_arm2,sd_arm2,n_arm2,mean_change_arm1,mean_change_arm2,sd_change_arm1,sd_change_arm2,n_change_arm1,n_change_arm2,dich_paper,event_arm1,event_arm2,totaln_arm1,totaln_arm2,precalc_g,precalc_g_se,precalc_log_rr,precalc_log_rr_se,other_stat,bl_mean_arm1,bl_sd_arm1,bl_n_arm1,bl_mean_arm2,bl_sd_arm2,bl_n_arm2,rand_arm1,rand_arm2,attr_arm1,attr_arm2,ROB_mod_arm_1,ROB_mod_arm_2,year,time_weeks,time_weeks_needs_cleaning,time,comorbid_mental,format,format_details,n_sessions_arm1,country,age_group,mean_age,percent_women,recruitment,diagnosis,target_group,rob,.id,.g,.g_se,notes
"Oosterbaan, 2001",cbt,other ctr,,,msd,FQ-sp,self-report,16,8.6,24,18.4,7.6,19,,,,,,,,,,,,,,,,,24,6.2,24,21.3,8.5,19,28,27,4,8,0.8571428571,0.7037037037,2001,,15,post,n,ind,ind,12,eu,adul,37,0.42,clin,sad,adul,,Oosterbaan_2001_msd_FQ-sp_post_NA_self-report_cbt_otherctr_NA_NA,0.2881376731,0.3087072634,
"Oosterbaan, 2001",cbt,other ctr,,,msd,LSAS avoid,cr,19.9,13.6,24,24.8,13.4,19,,,,,,,,,,,,,,,,,30.3,8.6,24,31.1,12.1,19,28,27,4,8,0.8571428571,0.7037037037,2001,,15,post,n,ind,ind,12,eu,adul,37,0.42,clin,sad,adul,,Oosterbaan_2001_msd_LSASavoid_post_NA_cr_cbt_otherctr_NA_NA,0.3559515055,0.3095598234,
"Oosterbaan, 2001",cbt,other ctr,,,msd,LSAS-anx,cr,27.3,12.6,24,29.6,11.9,19,,,,,,,,,,,,,,,,,36.8,8,24,37.7,11.6,19,28,27,4,8,0.8571428571,0.7037037037,2001,,15,post,n,ind,ind,12,eu,adul,37,0.42,clin,sad,adul,,Oosterbaan_2001_msd_LSAS-anx_post_NA_cr_cbt_otherctr_NA_NA,0.1835862655,0.3077417519,
"Oosterbaan, 2001",cbt,other ctr,,,msd,IIS-anx,self-report,77.5,22.7,24,87.5,23.6,19,,,,,,,,,,,,,,,,,95.7,18.4,24,96.6,25.8,19,28,27,4,8,0.8571428571,0.7037037037,2001,,15,post,n,ind,ind,12,eu,adul,37,0.42,clin,sad,adul,,Oosterbaan_2001_msd_IIS-anx_post_NA_self-report_cbt_otherctr_NA_NA,0.4249432347,0.3106081991,
"Oosterbaan, 2001",cbt,other ctr,,,msd,IIS-avoid,self-report,105.2,17.7,24,99.6,18.1,19,,,,,,,,,,,,,,,,,94.3,11.6,24,94.2,17.7,19,28,27,4,8,0.8571428571,0.7037037037,2001,,15,post,n,ind,ind,12,eu,adul,37,0.42,clin,sad,adul,,Oosterbaan_2001_msd_IIS-avoid_post_NA_self-report_cbt_otherctr_NA_NA,-0.3074912511,0.3089324998,
"Pishyar, 2008",cbt,wlc,,,msd,FNE,self-report,7.6,2.3,16,26.7,2.9,16,,,,,,,,,,,,,,,,,25.4,4.5,16,25.9,3.01,16,16,16,NR,NR,#VALUE!,#VALUE!,2008,,8,post,n,grp,grp,8,aus,adul,30.5,0.4375,com,sad,adul,,Pishyar_2008_msd_FNE_post_NA_self-report_cbt_wlc_NA_NA,7.113758366,0.9783351157,
"Pishyar, 2008",cbt,wlc,,,msd,SPS,self-report,22.3,9.9,16,53.4,12.9,16,,,,,,,,,,,,,,,,,46.4,16.8,16,51.3,7.3,16,16,16,NR,NR,#VALUE!,#VALUE!,2008,,8,post,n,grp,grp,8,aus,adul,30.5,0.4375,com,sad,adul,,Pishyar_2008_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA,2.636569745,0.4891911349,
"Pishyar, 2008",cbt,wlc,,,msd,SIAS,self-report,22.9,8.9,16,53,8.6,16,,,,,,,,,,,,,,,,,43.1,15.7,16,52.1,10.6,16,16,16,NR,NR,#VALUE!,#VALUE!,2008,,8,post,n,grp,grp,8,aus,adul,30.5,0.4375,com,sad,adul,,Pishyar_2008_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA,3.352784693,0.5566378338,
"Price, 2011",cbt,wlc,cbt (in vivo),,msd,FNE,self-report,35.13,6.66,25,42.36,10.16,25,,,,,,,,,,,,,,,,,43.97,7.64,25,42.88,9.68,25,40,29,15,4,0.625,0.8620689655,2011,,8,post,n,grp,grp,8,us,adul,39.08,0.61,com,sad,adul,,Price_2011_msd_FNE_post_NA_self-report_cbt_wlc_cbt(invivo)_NA,0.8284422862,0.2950999002,
"Price, 2011",cbt,wlc,cbt (VR),,msd,FNE,self-report,37.78,9.31,25,42.36,10.16,25,,,,,,,,,,,,,,,,,41.72,10.65,25,42.88,9.68,25,29,29,4,4,0.8620689655,0.8620689655,2011,,8,post,n,ind,vr,8,us,adul,39.08,0.61,com,sad,adul,,Price_2011_msd_FNE_post_NA_self-report_cbt_wlc_cbt(VR)_NA,0.4626371795,0.2867214416,
"Rahmani, 2020",dyn,wlc,dyn (ISTDP),wlc,msd,LSAS-SR-avoidence,self-report,18.64,9.86,14,33.54,7.85,13,,,,,,,,,,,,,,,,,34.71,11.86,14,34.69,9.42,13,14,14,0,1,1,0.9285714286,2020,,10,post,n,ind,ind,10,oth,yadul,23.07,0.537,com,sad,stud,,Rahmani_2020_msd_LSAS-SR-avoidence_post_NA_self-report_dyn_wlc_dyn(ISTDP)_wlc,1.614048675,0.4468305732,
"Rahmani, 2020",dyn,wlc,dyn (IB-ISTDP),wlc,msd,LSAS-SR-avoidence,self-report,21.79,10.1,14,33.54,7.85,13,,,,,,,,,,,,,,,,,35.36,10.82,14,34.69,9.42,13,14,14,0,1,1,0.9285714286,2020,,10,post,n,ind,ind,10,oth,yadul,23.07,0.537,com,sad,stud,,Rahmani_2020_msd_LSAS-SR-avoidence_post_NA_self-report_dyn_wlc_dyn(IB-ISTDP)_wlc,1.253489779,0.4234331102,
"Rahmani, 2020",dyn,wlc,dyn (ISTDP),wlc,msd,LSAS-SR-fear,self-report,23.43,10.23,14,38.92,10.63,13,,,,,,,,,,,,,,,,,42.36,9.04,14,38.85,9.37,13,14,14,0,1,1,0.9285714286,2020,,10,post,n,ind,ind,10,oth,yadul,23.07,0.537,com,sad,stud,,Rahmani_2020_msd_LSAS-SR-fear_post_NA_self-report_dyn_wlc_dyn(ISTDP)_wlc,1.440975387,0.4350224015,
"Rahmani, 2020",dyn,wlc,dyn (IB-ISTDP),wlc,msd,LSAS-SR-fear,self-report,26,11.01,14,38.92,10.63,13,,,,,,,,,,,,,,,,,43.07,9.51,14,38.85,9.37,13,14,14,0,1,1,0.9285714286,2020,,10,post,n,ind,ind,10,oth,yadul,23.07,0.537,com,sad,stud,,Rahmani_2020_msd_LSAS-SR-fear_post_NA_self-report_dyn_wlc_dyn(IB-ISTDP)_wlc,1.15691007,0.4179843509,
"Rapee, 2007",cbt,wlc,cbt (gsh + grp),wlc,msd,SPS,self-report,24.429,16.867,57,35.337,15.83,52,,,,,,,,,,,,,,,,,34.456,16.25,57,37.529,15.142,52,57,52,15,10,0.7368421053,0.8076923077,2007,,12,post,n,oth,gsh + grp,5,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_SPS_post_NA_self-report_cbt_wlc_cbt(gsh+grp)_wlc,0.6612182723,0.1969991328,
"Rapee, 2007",cbt,wlc,cbt (grp),wlc,msd,SPS,self-report,28.63,15.01,59,35.337,15.83,52,,,,,,,,,,,,,,,,,38.475,14.536,59,37.529,15.142,52,59,52,14,10,0.7627118644,0.8076923077,2007,,12,post,n,grp,grp,10,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_SPS_post_NA_self-report_cbt_wlc_cbt(grp)_wlc,0.4325409998,0.1924432977,
"Rapee, 2007",cbt,wlc,cbt (ush),wlc,msd,SPS,self-report,30.962,17.679,56,35.337,15.83,52,,,,,,,,,,,,,,,,,36.429,17.173,56,37.529,15.142,52,56,52,8,10,0.8571428571,0.8076923077,2007,,12,post,n,ush,ush,NA,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_SPS_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,0.2583423845,0.193394227,
"Rapee, 2007",cbt,wlc,cbt (gsh + grp),wlc,msd,SIAS,self-report,43.236,16.65,57,54.417,13.508,52,,,,,,,,,,,,,,,,,55.789,13.227,57,54.686,13.679,52,57,52,15,10,0.7368421053,0.8076923077,2007,,12,post,n,oth,gsh + grp,5,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(gsh+grp)_wlc,0.7288197839,0.1981055997,
"Rapee, 2007",cbt,wlc,cbt (grp),wlc,msd,SIAS,self-report,44.333,15.047,59,54.417,13.508,52,,,,,,,,,,,,,,,,,54.237,12.343,59,54.686,13.679,52,59,52,14,10,0.7627118644,0.8076923077,2007,,12,post,n,grp,grp,10,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(grp)_wlc,0.6979938983,0.1959721461,
"Rapee, 2007",cbt,wlc,cbt (gsh + grp),wlc,msd,FNE-B,self-report,44.625,9.316,57,48.843,7.528,52,,,,,,,,,,,,,,,,,51.125,6.735,57,49.823,7.543,52,57,52,15,10,0.7368421053,0.8076923077,2007,,12,post,n,oth,gsh + grp,5,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_FNE-B_post_NA_self-report_cbt_wlc_cbt(gsh+grp)_wlc,0.4921260458,0.1946827159,
"Rapee, 2007",cbt,wlc,cbt (grp),wlc,msd,FNE-B,self-report,45,8.795,59,48.843,7.528,52,,,,,,,,,,,,,,,,,51.254,6.997,59,49.823,7.543,52,59,52,14,10,0.7627118644,0.8076923077,2007,,12,post,n,grp,grp,10,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_FNE-B_post_NA_self-report_cbt_wlc_cbt(grp)_wlc,0.4639265192,0.1927768876,
"Rapee, 2007",cbt,wlc,cbt (ush),wlc,msd,BFNE,self-report,45.755,9.589,56,48.843,7.528,52,,,,,,,,,,,,,,,,,50.125,8.594,56,49.823,7.543,52,56,52,8,10,0.8571428571,0.8076923077,2007,,12,post,n,ush,ush,NA,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_BFNE_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,0.3541005439,0.1941049479,
"Rapee, 2007",cbt,wlc,cbt (ush),wlc,msd,SIAS,self-report,46.057,17.421,56,54.417,13.508,52,,,,,,,,,,,,,,,,,51.125,13.339,56,54.686,13.679,52,56,52,8,10,0.8571428571,0.8076923077,2007,,12,post,n,ush,ush,NA,aus,adul,35.55,0.50446,com,sad,adul,,Rapee_2007_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,0.5300293733,0.1959774621,
"Reimer, 2015",Other psy,wlc,,,msd,SPIN,self-report,31.23,9.85,13,40,11.39,12,,,,,,,,,,,,,,,,,41.77,9.66,13,37.5,8.01,12,NR,NR,NR,NR,#VALUE!,#VALUE!,2015,,3,post,n,ind,ind,1,can,yadul,19.52,0.7,oth,sad,stud,,Reimer_2015_msd_SPIN_post_NA_self-report_Otherpsy_wlc_NA_NA,0.7989949013,0.4170247495,
"Reimer, 2015",Other psy,wlc,,,msd,LSAS-SR,self-report,50.38,17.6,13,67.83,28.38,12,,,,,,,,,,,,,,,,,76.62,19.15,13,72.25,20.33,12,NR,NR,NR,NR,#VALUE!,#VALUE!,2015,,3,post,n,ind,ind,1,can,yadul,19.52,0.7,oth,sad,stud,,Reimer_2015_msd_LSAS-SR_post_NA_self-report_Otherpsy_wlc_NA_NA,0.7216319481,0.4139972043,"Participants were recruited for the study via a centralized recruitment mechanism within the authors' department in which potential participants complete a number of online measures at the start of every se- mester, and are then invited to participate in individual studies if they meet pre-established criteria. "
"Robillard, 2010 ",cbt,wlc,cbt (VR),wlc,msd,FNE,self-report,18,8.21,14,24.73,4.51,15,,,,,,,,,,,,,,,,,25.64,6.13,14,24.27,4.51,15,NR,NR,NR,NR,#VALUE!,#VALUE!,2010,,16,post,n,ind,ind,16,can,adul,34.9,0.71,NR,sad,adul,,Robillard_2010_msd_FNE_post_NA_self-report_cbt_wlc_cbt(VR)_wlc,0.9975338657,0.3952919857,
"Robillard, 2010 ",cbt,wlc,cbt (VR),wlc,msd,SPS,self-report,18.07,10.87,14,37.47,15.28,15,,,,,,,,,,,,,,,,,38.29,16.65,14,33.53,13.4,15,NR,NR,NR,NR,#VALUE!,#VALUE!,2010,,16,post,n,ind,ind,16,can,adul,34.9,0.71,NR,sad,adul,,Robillard_2010_msd_SPS_post_NA_self-report_cbt_wlc_cbt(VR)_wlc,1.413508257,0.4178033999,
"Robillard, 2010 ",cbt,wlc,cbt (ind),wlc,msd,FNE,self-report,18.5,7.66,16,24.73,4.51,15,,,,,,,,,,,,,,,,,23.69,6.23,16,24.27,4.51,15,NR,NR,NR,NR,#VALUE!,#VALUE!,2010,,16,post,n,ind,ind,16,can,adul,34.9,0.71,NR,sad,adul,,Robillard_2010_msd_FNE_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,0.9573346161,0.3804619033,
"Robillard, 2010 ",cbt,wlc,cbt (ind),wlc,msd,SPS,self-report,20.19,10.51,16,37.47,15.28,15,,,,,,,,,,,,,,,,,30.25,14.84,16,33.53,13.4,15,NR,NR,NR,NR,#VALUE!,#VALUE!,2010,,16,post,n,ind,ind,16,can,adul,34.9,0.71,NR,sad,adul,,Robillard_2010_msd_SPS_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,1.291318547,0.3968904103,
"Robillard, 2010 ",cbt,wlc,cbt (VR),wlc,msd,STAI,self-report,42.43,11.22,14,50.07,9.96,15,,,,,,,,,,,,,,,,,53.71,9.55,14,49.33,9.19,15,NR,NR,NR,NR,#VALUE!,#VALUE!,2010,,16,post,n,ind,ind,16,can,adul,34.9,0.71,NR,sad,adul,,Robillard_2010_msd_STAI_post_NA_self-report_cbt_wlc_cbt(VR)_wlc,0.7015125411,0.3835057136,
"Robillard, 2010 ",cbt,wlc,cbt (ind),wlc,msd,STAI,self-report,43.33,10.71,16,50.07,9.96,15,,,,,,,,,,,,,,,,,49.4,10.78,16,49.33,9.19,15,NR,NR,NR,NR,#VALUE!,#VALUE!,2010,,16,post,n,ind,ind,16,can,adul,34.9,0.71,NR,sad,adul,,Robillard_2010_msd_STAI_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,0.6339308763,0.3687821868,
"Robillard, 2010 ",cbt,wlc,cbt (VR),wlc,msd,LSAS,cr,47.5,17.83,14,77.93,22.23,15,,,,,,,,,,,,,,,,,82.93,32.23,14,79.6,25.9,15,NR,NR,NR,NR,#VALUE!,#VALUE!,2010,,16,post,n,ind,ind,16,can,adul,34.9,0.71,NR,sad,adul,,Robillard_2010_msd_LSAS_post_NA_cr_cbt_wlc_cbt(VR)_wlc,1.461934663,0.4208337011,
"Robillard, 2010 ",cbt,wlc,cbt (ind),wlc,msd,LSAS,cr,50.38,23.87,16,77.93,22.23,15,,,,,,,,,,,,,,,,,72.44,23.91,16,79.6,25.9,15,NR,NR,NR,NR,#VALUE!,#VALUE!,2010,,16,post,n,ind,ind,16,can,adul,34.9,0.71,NR,sad,adul,,Robillard_2010_msd_LSAS_post_NA_cr_cbt_wlc_cbt(ind)_wlc,1.161889379,0.3900291464,
"Salaberria, 1998",Exposure,wlc,Exposure,wlc,msd,SADS,self-report,12.8,7.66,17,23,4,20,,,,,,,,,,,,,,,,,24.7,3.38,17,23.9,3.71,20,24,23,7,3,0.7083333333,0.8695652174,1998,,34,post,n,grp,grp,8,eu,adul,31,0.48,com,sad,adul,,Salaberria_1998_msd_SADS_post_NA_self-report_Exposure_wlc_Exposure_wlc,1.674773199,0.3852502754,
"Salaberria, 1998",cbt,wlc,cbt,wlc,msd,SADS,self-report,13.5,7.37,17,23,4,20,,,,,,,,,,,,,,,,,23.2,2.92,17,23.9,3.71,20,24,23,7,3,0.7083333333,0.8695652174,1998,,34,post,n,grp,grp,8,eu,adul,31,0.48,com,sad,adul,,Salaberria_1998_msd_SADS_post_NA_self-report_cbt_wlc_cbt_wlc,1.605534704,0.3810664457,
"Salaberria, 1998",Exposure,wlc,Exposure,wlc,msd,FNE,self-report,16.2,9.1,17,24.4,5.36,20,,,,,,,,,,,,,,,,,25.7,4.06,17,25.5,3.39,20,24,23,7,3,0.7083333333,0.8695652174,1998,,34,post,n,grp,grp,8,eu,adul,31,0.48,com,sad,adul,,Salaberria_1998_msd_FNE_post_NA_self-report_Exposure_wlc_Exposure_wlc,1.097376617,0.3547151621,
"Salaberria, 1998",cbt,wlc,cbt,wlc,msd,FNE,self-report,16.8,7.49,17,24.4,5.36,20,,,,,,,,,,,,,,,,,25.4,3.31,17,25.5,3.39,20,24,23,7,3,0.7083333333,0.8695652174,1998,,34,post,n,grp,grp,8,eu,adul,31,0.48,com,sad,adul,,Salaberria_1998_msd_FNE_post_NA_self-report_cbt_wlc_cbt_wlc,1.157893841,0.3574205834,
"Salaberria, 1998",Exposure,wlc,Exposure,wlc,msd,STAI,self-report,20.3,14.8,17,34,13.9,20,,,,,,,,,,,,,,,,,32.2,13.8,17,35.5,11.1,20,24,23,7,3,0.7083333333,0.8695652174,1998,,34,post,n,grp,grp,8,eu,adul,31,0.48,com,sad,adul,,Salaberria_1998_msd_STAI_post_NA_self-report_Exposure_wlc_Exposure_wlc,0.9361569784,0.3481305628,
"Salaberria, 1998",cbt,wlc,cbt,wlc,msd,STAI,self-report,26.2,11.9,17,34,13.9,20,,,,,,,,,,,,,,,,,34,9.2,17,35.5,11.1,20,24,23,7,3,0.7083333333,0.8695652174,1998,,34,post,n,grp,grp,8,eu,adul,31,0.48,com,sad,adul,,Salaberria_1998_msd_STAI_post_NA_self-report_cbt_wlc_cbt_wlc,0.5859740081,0.3371506655,
"Schulz, 2016",cbt,wlc,cbt (individual),wlc,msd,SPS,self-report,21.69,13.78782,60,35.63,13.40906,29,,,,,,,,,,,,,,,,,39.32,11.64,60,37.35,12.45,29,60,29,15,5,0.75,0.8275862069,2016,,12,post,n,gsh,gsh,8,eu,adul,35.38,0.53,com,sad,adul,,Schulz_2016_msd_SPS_post_NA_self-report_cbt_wlc_cbt(individual)_wlc,1.011152027,0.2387342199,
"Schulz, 2016",cbt,wlc,cbt (group),wlc,msd,SPS,self-report,24.88,13.94274,60,35.63,13.40906,29,,,,,,,,,,,,,,,,,38.9,14.04,60,37.35,12.45,29,60,29,14,5,0.7666666667,0.8275862069,2016,,12,post,n,gsh,gsh,8,eu,adul,35.38,0.53,com,sad,adul,,Schulz_2016_msd_SPS_post_NA_self-report_cbt_wlc_cbt(group)_wlc,0.7737512919,0.2336060328,
"Schulz, 2016",cbt,wlc,cbt (individual),wlc,msd,SIAS,self-report,34.82,15.64685,60,47.44,15.24002,29,,,,,,,,,,,,,,,,,50.48,14.48,60,50.97,13.58,29,60,29,15,5,0.75,0.8275862069,2016,,12,post,n,gsh,gsh,8,eu,adul,35.38,0.53,com,sad,adul,,Schulz_2016_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(individual)_wlc,0.8062659444,0.2342337526,
"Schulz, 2016",cbt,wlc,cbt (group),wlc,msd,SIAS,self-report,36.66,15.80177,60,47.44,15.24002,29,,,,,,,,,,,,,,,,,50.93,14,60,50.97,13.58,29,60,29,14,5,0.7666666667,0.8275862069,2016,,12,post,n,gsh,gsh,8,eu,adul,35.38,0.53,com,sad,adul,,Schulz_2016_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(group)_wlc,0.6840348937,0.2320003164,
"Schweden, 2016",cbt,wlc,,,msd,LSAS,cr,42.8,15.2,20,63.35,20.69,20,,,,,,,,,,,,,,,,,71.7,18.63,20,59.9,18.65,20,29,27,9,7,0.6896551724,0.7407407407,2016,,22,post,n,ind,ind,25,eu,adul,25.33,0.4,clin,sad,adul,,Schweden_2016_msd_LSAS_post_NA_cr_cbt_wlc_NA_NA,1.109508496,0.3406137967,
"Stangier, 2003",cbt,wlc,cbt (ind),wlc,msd,BAI,self-report,11.6,6.4,22,16.8,9.7,21,,,,,,,,,,,,,,,,,16.9,10.8,22,18.1,10.2,21,26,37,4,16,0.8461538462,0.5675675676,2003,,17.33,post,n,ind,ind,15,eu,adul,38.8,0.493,com,sad,adul,,Stangier_2003_msd_BAI_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,0.6241616668,0.3126899965,
"Stangier, 2003",cbt,wlc,cbt (grp),wlc,msd,BAI,self-report,14.3,8.1,22,16.8,9.7,21,,,,,,,,,,,,,,,,,19.2,11.1,22,18.1,10.2,21,32,37,10,16,0.6875,0.5675675676,2003,,17.33,post,n,grp,grp,15,eu,adul,38.8,0.493,com,sad,adul,,Stangier_2003_msd_BAI_post_NA_self-report_cbt_wlc_cbt(grp)_wlc,0.2752209531,0.3065741441,
"Stangier, 2003",cbt,wlc,cbt (ind),wlc,msd,SPS,self-report,21.5,12.6,22,26.4,9,21,,,,,,,,,,,,,,,,,30.7,10.2,22,28.3,11,21,26,37,4,16,0.8461538462,0.5675675676,2003,,17.33,post,n,ind,ind,15,eu,adul,38.8,0.493,com,sad,adul,,Stangier_2003_msd_SPS_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,0.4375665743,0.3088433174,
"Stangier, 2003",cbt,wlc,cbt (grp),wlc,msd,SPS,self-report,25.5,15.3,22,26.4,9,21,,,,,,,,,,,,,,,,,33.6,15.3,22,28.3,11,21,32,37,10,16,0.6875,0.5675675676,2003,,17.33,post,n,grp,grp,15,eu,adul,38.8,0.493,com,sad,adul,,Stangier_2003_msd_SPS_post_NA_self-report_cbt_wlc_cbt(grp)_wlc,0.06997041486,0.3051764678,
"Stangier, 2003",cbt,wlc,cbt (ind),wlc,msd,SIAS,self-report,36.1,14.8,22,36,7.9,21,,,,,,,,,,,,,,,,,44.9,10.8,22,37.2,9.8,21,26,37,4,16,0.8461538462,0.5675675676,2003,,17.33,post,n,ind,ind,15,eu,adul,38.8,0.493,com,sad,adul,,Stangier_2003_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,-0.008219003008,0.3050809865,
"Stangier, 2003",cbt,wlc,cbt (grp),wlc,msd,SIAS,self-report,38.4,12.4,22,36,7.9,21,,,,,,,,,,,,,,,,,45.8,14,22,37.2,9.8,21,32,37,10,16,0.6875,0.5675675676,2003,,17.33,post,n,grp,grp,15,eu,adul,38.8,0.493,com,sad,adul,,Stangier_2003_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(grp)_wlc,-0.2254416949,0.3060832219,
"Stangier, 2003",cbt,wlc,cbt (ind),wlc,msd,SPAI,self-report,59.7,20.3,22,68,16.3,21,,,,,,,,,,,,,,,,,80.9,12,22,64.4,14.8,21,26,37,4,16,0.8461538462,0.5675675676,2003,,17.33,post,n,ind,ind,15,eu,adul,38.8,0.493,com,sad,adul,,Stangier_2003_msd_SPAI_post_NA_self-report_cbt_wlc_cbt(ind)_wlc,0.4414079036,0.3089092773,
"Stangier, 2003",cbt,wlc,cbt (grp),wlc,msd,SPAI,self-report,67.5,16.8,22,68,16.3,21,,,,,,,,,,,,,,,,,77.6,16.9,22,64.4,14.8,21,32,37,10,16,0.6875,0.5675675676,2003,,17.33,post,n,grp,grp,15,eu,adul,38.8,0.493,com,sad,adul,,Stangier_2003_msd_SPAI_post_NA_self-report_cbt_wlc_cbt(grp)_wlc,0.02964114172,0.3050970272,
"Stangier, 2011",cbt,wlc,cbt,wlc,msd,LSAS,cr,39.49,21.09,38,59.9,29.05,41,,,,,,,,,,,,,,,,,69.17,23.36,38,62.75,26.76,41,38,41,2,2,0.9473684211,0.9512195122,2011,,20,post,n,ind,ind,16,eu,adul,35.6,0.556,com,sad,adul,,Stangier_2011_msd_LSAS_post_NA_cr_cbt_wlc_cbt_wlc,0.7914333879,0.2339850637,
"Stangier, 2011",ipt,wlc,ipt,wlc,msd,LSAS,cr,48.16,22.36,38,59.9,29.05,41,,,,,,,,,,,,,,,,,68.35,22.6,38,62.75,26.76,41,38,41,2,2,0.9473684211,0.9512195122,2011,,20,post,n,ind,ind,16,eu,adul,35.6,0.556,com,sad,adul,,Stangier_2011_msd_LSAS_post_NA_cr_ipt_wlc_ipt_wlc,0.4462567977,0.2280163259,
"Stangier, 2011",cbt,wlc,cbt,wlc,msd,SPAI,self-report,51.2,20.61,38,69.19,28.26,41,,,,,,,,,,,,,,,,,76.14,16.98,38,73.14,23.52,41,38,41,2,2,0.9473684211,0.9512195122,2011,,20,post,n,ind,ind,16,eu,adul,35.6,0.556,com,sad,adul,,Stangier_2011_msd_SPAI_post_NA_self-report_cbt_wlc_cbt_wlc,0.7160232073,0.2324118358,
"Stangier, 2011",ipt,wlc,ipt,wlc,msd,SPAI,self-report,59.75,18.38,38,69.19,28.26,41,,,,,,,,,,,,,,,,,77.94,15.44,38,73.14,23.52,41,38,41,2,2,0.9473684211,0.9512195122,2011,,20,post,n,ind,ind,16,eu,adul,35.6,0.556,com,sad,adul,,Stangier_2011_msd_SPAI_post_NA_self-report_ipt_wlc_ipt_wlc,0.3890836943,0.227339344,
"Stolz, 2018",cbt,wlc,cbt (computer),wlc,msd,SPS,self-report,21.7,13.94274,60,33.5,14.24079,30,,,,,,,,,,,,,,,,,37.1,13.2,60,38.9,12.4,30,60,30,14,7,0.7666666667,0.7666666667,2018,,12,post,n,gsh,gsh,8,eu,adul,34.76,0.6267,com,sad,adul,,Stolz_2018_msd_SPS_post_NA_self-report_cbt_wlc_cbt(computer)_wlc,0.8331739516,0.2322139701,
"Stolz, 2018",cbt,wlc,cbt (app),wlc,msd,SPS,self-report,22.6,14.71734,60,33.5,14.24079,30,,,,,,,,,,,,,,,,,41.1,13.8,60,38.9,12.4,30,60,30,18,7,0.7,0.7666666667,2018,,12,post,n,gsh,gsh,8,eu,adul,34.76,0.6267,com,sad,adul,,Stolz_2018_msd_SPS_post_NA_self-report_cbt_wlc_cbt(app)_wlc,0.742124996,0.2304619289,
"Stolz, 2018",cbt,wlc,cbt (app),wlc,msd,SIAS,self-report,33,16.26653,60,41.6,15.33623,30,,,,,,,,,,,,,,,,,52.3,10.4,60,46.6,13.9,30,60,30,18,7,0.7,0.7666666667,2018,,12,post,n,gsh,gsh,8,eu,adul,34.76,0.6267,com,sad,adul,,Stolz_2018_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(app)_wlc,0.5340427154,0.2271825023,
"Stolz, 2018",cbt,wlc,cbt (computer),wlc,msd,SIAS,self-report,36,15.49193,60,41.6,15.33623,30,,,,,,,,,,,,,,,,,51.3,15,60,46.6,13.9,30,60,30,14,7,0.7666666667,0.7666666667,2018,,12,post,n,gsh,gsh,8,eu,adul,34.76,0.6267,com,sad,adul,,Stolz_2018_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(computer)_wlc,0.3595758763,0.2252348606,
"Stolz, 2018",cbt,wlc,cbt (app),wlc,msd,LSAS-SR,self-report,53.5,25.56169,60,74,24.64752,30,,,,,,,,,,,,,,,,,87.3,19.6,60,82.6,20.7,30,60,30,18,7,0.7,0.7666666667,2018,,12,post,n,gsh,gsh,8,eu,adul,34.76,0.6267,com,sad,adul,,Stolz_2018_msd_LSAS-SR_post_NA_self-report_cbt_wlc_cbt(app)_wlc,0.8044933005,0.2316416815,
