study,condition_arm1,condition_arm2,multi_arm1,multi_arm2,outcome_type,instrument,rating,mean_arm1,sd_arm1,n_arm1,mean_arm2,sd_arm2,n_arm2,mean_change_arm1,mean_change_arm2,sd_change_arm1,sd_change_arm2,n_change_arm1,n_change_arm2,dich_paper,event_arm1,event_arm2,totaln_arm1,totaln_arm2,precalc_g,precalc_g_se,precalc_log_rr,precalc_log_rr_se,other_stat,bl_mean_arm1,bl_sd_arm1,bl_n_arm1,bl_mean_arm2,bl_sd_arm2,bl_n_arm2,rand_arm1,rand_arm2,attr_arm1,attr_arm2,ROB_mod_arm_1,ROB_mod_arm_2,year,time_weeks,time_weeks_needs_cleaning,time,comorbid_mental,format,format_details,n_sessions_arm1,country,age_group,mean_age,percent_women,recruitment,diagnosis,target_group,rob,.id,.g,.g_se,notes
"Stolz, 2018",cbt,wlc,cbt (computer),wlc,msd,LSAS-SR,self-report,54.6,24.78709,60,74,24.64752,30,,,,,,,,,,,,,,,,,81.5,22.1,60,82.6,20.7,30,60,30,14,7,0.7666666667,0.7666666667,2018,,12,post,n,gsh,gsh,8,eu,adul,34.76,0.6267,com,sad,adul,,Stolz_2018_msd_LSAS-SR_post_NA_self-report_cbt_wlc_cbt(computer)_wlc,0.7774158803,0.2311185438,
"Teale Sapach, 2022",3rd,wlc,3rd,wlc,msd,BFNE-S,self-report,19.58,6.79,19,27.33,4.45,18,,,,,,,,,,,,,,,,,27.36,5.11,33,27.76,5,21,40,21,21,2,0.475,0.9047619048,2022,,6,post,n,ush,audio,6,can,adul,34.3,0.678,com,sad,adul,,TealeSapach_2022_msd_BFNE-S_post_NA_self-report_3rd_wlc_3rd_wlc,1.313452668,0.3640603458,
"Teale Sapach, 2022",applied relaxation,wlc,applied relaxation,wlc,msd,BFNE-S,self-report,21,8.11,15,27.33,4.45,18,,,,,,,,,,,,,,,,,27.15,5.65,19,27.76,5,21,21,21,6,2,0.7142857143,0.9047619048,2022,,6,post,n,ush,tekst based,6,can,adul,34.3,0.678,com,sad,adul,,TealeSapach_2022_msd_BFNE-S_post_NA_self-report_appliedrelaxation_wlc_appliedrelaxation_wlc,0.9696499978,0.3703905899,
"Teale Sapach, 2022",3rd,wlc,3rd,wlc,msd,SIPS,self-report,25.95,10.07,19,35.89,9.42,18,,,,,,,,,,,,,,,,,35.27,8.3,33,38.14,8.14,21,40,21,21,2,0.475,0.9047619048,2022,,6,post,n,ush,audio,6,can,adul,34.3,0.678,com,sad,adul,,TealeSapach_2022_msd_SIPS_post_NA_self-report_3rd_wlc_3rd_wlc,0.9964930811,0.3495777057,
"Teale Sapach, 2022",applied relaxation,wlc,applied relaxation,wlc,msd,SIPS,self-report,29.07,11.7,15,35.89,9.42,18,,,,,,,,,,,,,,,,,38.25,8.61,19,38.14,8.14,21,21,21,6,2,0.7142857143,0.9047619048,2022,,6,post,n,ush,tekst based,6,can,adul,34.3,0.678,com,sad,adul,,TealeSapach_2022_msd_SIPS_post_NA_self-report_appliedrelaxation_wlc_appliedrelaxation_wlc,0.6330126841,0.3586096345,
"Teale Sapach, 2022",3rd,wlc,3rd,wlc,msd,LSAS-SR,self-report,69.79,27.26,19,87.11,26.82,18,,,,,,,,,,,,,,,,,84.6,22.96,33,88.14,21.27,21,40,21,21,2,0.475,0.9047619048,2022,,6,post,n,ush,audio,6,can,adul,34.3,0.678,com,sad,adul,,TealeSapach_2022_msd_LSAS-SR_post_NA_self-report_3rd_wlc_3rd_wlc,0.62654174,0.337236626,
"Teale Sapach, 2022",applied relaxation,wlc,applied relaxation,wlc,msd,LSAS-SR,self-report,75.33,28.98,15,87.11,26.82,18,,,,,,,,,,,,,,,,,90.6,24.22,19,88.14,21.27,21,21,21,6,2,0.7142857143,0.9047619048,2022,,6,post,n,ush,tekst based,6,can,adul,34.3,0.678,com,sad,adul,,TealeSapach_2022_msd_LSAS-SR_post_NA_self-report_appliedrelaxation_wlc_appliedrelaxation_wlc,0.4131641829,0.3534679539,
"Thew, 2022",cbt,wlc,,,msd,SPS,self-report,9.57,7.83,22,23.86,14.46,22,,,,,,,,,,,,,,,,,27.18,14.32,22,22.5,13.53,22,22,22,1,1,0.9545454545,0.9545454545,2022,,15,post,n,gsh,gsh,14,eas,adul,33.1,0.7,com,sad,adul,3,Thew_2022_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA,1.206898808,0.3287438655,
"Thew, 2022",cbt,wlc,,,msd,SPWSS,self-report,13,6.89,22,27.43,7.86,22,,,,,,,,,,,,,,,,,27.05,4.99,22,27.55,7.29,22,22,22,1,1,0.9545454545,0.9545454545,2022,,15,post,n,gsh,gsh,14,eas,adul,33.1,0.7,com,sad,adul,3,Thew_2022_msd_SPWSS_post_NA_self-report_cbt_wlc_NA_NA,1.917320007,0.366367894,
"Thew, 2022",cbt,wlc,,,msd,SPIN,self-report,15.67,11.38,22,38.9,12.18,22,,,,,,,,,,,,,,,,,42.09,10.54,22,40.36,12.84,22,22,22,1,1,0.9545454545,0.9545454545,2022,,15,post,n,gsh,gsh,14,eas,adul,33.1,0.7,com,sad,adul,3,Thew_2022_msd_SPIN_post_NA_self-report_cbt_wlc_NA_NA,1.935446049,0.3674892065,
"Thew, 2022",cbt,wlc,,,msd,FNE,self-report,20.9,6.84,22,24.29,5.05,22,,,,,,,,,,,,,,,,,26.41,2.63,22,23.68,5.06,22,22,22,1,1,0.9545454545,0.9545454545,2022,,15,post,n,gsh,gsh,14,eas,adul,33.1,0.7,com,sad,adul,3,Thew_2022_msd_FNE_post_NA_self-report_cbt_wlc_NA_NA,0.5537435338,0.3074446134,
"Thew, 2022",cbt,wlc,,,msd,LSAS-SR,self-report,21.05,21.03,22,74.86,23.81,22,,,,,,,,,,,,,,,,,76.05,19.72,22,73,18.9,22,22,22,1,1,0.9545454545,0.9545454545,2022,,15,post,n,gsh,gsh,14,eas,adul,33.1,0.7,com,sad,adul,3,Thew_2022_msd_LSAS-SR_post_NA_self-report_cbt_wlc_NA_NA,2.352457005,0.3951175195,
"Thew, 2022",cbt,wlc,,,msd,SIAS,self-report,25.67,10.71,22,47.57,12.56,22,,,,,,,,,,,,,,,,,44.5,12.81,22,48.91,10.75,22,22,22,1,1,0.9545454545,0.9545454545,2022,,15,post,n,gsh,gsh,14,eas,adul,33.1,0.7,com,sad,adul,3,Thew_2022_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA,1.842624946,0.3618233481,
"Titov, 2008a",cbt,wlc,,,msd,SPS,self-report,20.64,10.46,50,33.92,14.7,49,,,,,,,,,,,,,,,,,34.02,14.42,50,36.08,16.63,49,50,55,6,6,0.88,0.8909090909,2008,,10,post,n,gsh,gsh,6,aus,adul,38.13,0.586,com,sad,adul,,Titov_2008a_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA,1.034645777,0.214241674,
"Titov, 2008a",cbt,wlc,,,msd,SIAS,self-report,39.24,12.18,50,50.59,14.15,49,,,,,,,,,,,,,,,,,53.82,11.29,50,54.67,12.41,49,50,55,6,6,0.88,0.8909090909,2008,,10,post,n,gsh,gsh,6,aus,adul,38.13,0.586,com,sad,adul,,Titov_2008a_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA,0.8537219368,0.2101116839,
"Titov, 2008b",cbt,wlc,,,msd,SPS,self-report,18.12,12.46,41,32.78,14.23,40,,,,,,,,,,,,,,,,,34.15,15.55,41,36.68,14.62,40,43,45,5,5,0.8837209302,0.8888888889,2008,,10,post,n,gsh,gsh,6,aus,adul,36.79,0.6296,com,sad,adul,,Titov_2008b_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA,1.086600258,0.238368096,
"Titov, 2008b",cbt,wlc,,,msd,SIAS,self-report,39.9,14.67,41,56.8,11.25,40,,,,,,,,,,,,,,,,,57.1,13.81,41,57.9,10.19,40,43,45,5,5,0.8837209302,0.8888888889,2008,,10,post,n,gsh,gsh,6,aus,adul,36.79,0.6296,com,sad,adul,,Titov_2008b_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA,1.278398088,0.244281526,
"Titov, 2008c",cbt,wlc,cbt (gsh),wlc,msd,SPS,self-report,18.65,12.2,31,35.44,18.42,34,,,,,,,,,,,,,,,,,34.71,15.04,31,34.38,18.77,34,32,35,2,1,0.9375,0.9714285714,2008,,10,post,n,gsh,gsh,6,aus,adul,37.97,0.6105,com,sad,adul,,Titov_2008c_msd_SPS_post_NA_self-report_cbt_wlc_cbt(gsh)_wlc,1.052144965,0.2653159407,
"Titov, 2008c",cbt,wlc,cbt (ush),wlc,msd,SPS,self-report,28.27,16.27,30,35.44,18.42,34,,,,,,,,,,,,,,,,,32.87,17.02,30,34.38,18.77,34,31,35,4,1,0.8709677419,0.9714285714,2008,,10,post,n,ush,ush,6,aus,adul,37.97,0.6105,com,sad,adul,,Titov_2008c_msd_SPS_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,0.4059589916,0.253109609,
"Titov, 2008c",cbt,wlc,cbt (gsh),wlc,msd,SIAS,self-report,40.87,8,31,53.06,15.53,34,,,,,,,,,,,,,,,,,54.71,10.59,31,52.09,13.6,34,32,35,2,1,0.9375,0.9714285714,2008,,10,post,n,gsh,gsh,6,aus,adul,37.97,0.6105,com,sad,adul,,Titov_2008c_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(gsh)_wlc,0.9618251148,0.2626009309,
"Titov, 2008c",cbt,wlc,cbt (ush),wlc,msd,SIAS,self-report,48.03,13.59,30,53.06,15.53,34,,,,,,,,,,,,,,,,,52.5,9.3,30,52.09,13.6,34,31,35,4,1,0.8709677419,0.9714285714,2008,,10,post,n,ush,ush,6,aus,adul,37.97,0.6105,com,sad,adul,,Titov_2008c_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(ush)_wlc,0.3390684236,0.2523202391,
"Turner, 1994",Exposure,other ctr,,,dich,ISPI,mixed,,,,,,,,,,,,,significant improvement,12,1,26,21,,,,,,NR,NR,21,NR,NR,20,26,21,5,1,0.8076923077,0.9523809524,1994,,13,post,n,ind,ind,20,us,adul,35.4,0.611,clin,sad,adul,,Turner_1994_dich_ISPI_post_NA_mixed_Exposure_otherctr_NA_NA,1.540389404,0.6051476734,
"Turner, 1994",Exposure,other ctr,,,dich,SPEFI,mixed,,,,,,,,,,,,,SPEFI,6,1,26,21,,,,,,NR,NR,21,NR,NR,20,26,21,5,1,0.8076923077,0.9523809524,1994,,13,post,n,ind,ind,20,us,adul,35.4,0.611,clin,sad,adul,,Turner_1994_dich_SPEFI_post_NA_mixed_Exposure_otherctr_NA_NA,0.9712926444,0.6205001997,
"Wang, 2020",cbt,wlc,cbt (guided),wlc,msd,SPS,self-report,40.03,14.99,33,56.29,16.9,24,,,,,,,,,,,,,,,,,53.48,13.87,33,55.42,13.74,24,70,70,37,46,0.4714285714,0.3428571429,2020,,8,post,n,gsh,gsh,8,eas,adul,24.92,0.702,com,sad,adul,,Wang_2020_msd_SPS_post_NA_self-report_cbt_wlc_cbt(guided)_wlc,1.013937651,0.285026481,
"Wang, 2020",cbt,wlc,cbt (unguided),wlc,msd,SPS,self-report,44.89,17.54,47,56.29,16.9,24,,,,,,,,,,,,,,,,,56.02,14.16,47,55.42,13.74,24,70,70,23,46,0.6714285714,0.3428571429,2020,,8,post,n,ush,ush,8,eas,adul,24.92,0.702,com,sad,adul,,Wang_2020_msd_SPS_post_NA_self-report_cbt_wlc_cbt(unguided)_wlc,0.6506691465,0.2568868901,
"Wang, 2020",cbt,wlc,cbt (guided),wlc,msd,SIAS,self-report,51.21,13.25,33,66.5,13.11,24,,,,,,,,,,,,,,,,,70.67,9.36,33,66.04,10.61,24,70,70,37,46,0.4714285714,0.3428571429,2020,,8,post,n,gsh,gsh,8,eas,adul,24.92,0.702,com,sad,adul,,Wang_2020_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(guided)_wlc,1.143190181,0.2894032528,
"Wang, 2020",cbt,wlc,cbt (unguided),wlc,msd,SIAS,self-report,53.91,14.8,47,66.5,13.11,24,,,,,,,,,,,,,,,,,66.62,10.62,47,66.04,10.61,24,70,70,23,46,0.6714285714,0.3428571429,2020,,8,post,n,ush,ush,8,eas,adul,24.92,0.702,com,sad,adul,,Wang_2020_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(unguided)_wlc,0.8733226064,0.2615979136,
"Ye, 2017",3rd,cau,,,msd,LSAS-SR-Anxiety,self-report,2.79,0.36,14,3.31,0.94,13,,,,,,,,,,,,,,,,,3.11,0.38,14,3.07,0.22,13,14,13,0,0,1,1,2017,,10,post,n,grp,grp,8,eas,adul,25.08,0.37,NR,sad,stud,,Ye_2017_msd_LSAS-SR-Anxiety_post_NA_self-report_3rd_cau_NA_NA,0.7192316412,0.3981698693,
"Ye, 2017",3rd,cau,,,msd,LSAS-SR-Avoidence,self-report,3.78,0.65,14,4.42,0.62,13,,,,,,,,,,,,,,,,,4.14,0.11,14,4.18,0.37,13,14,13,0,0,1,1,2017,,10,post,n,grp,grp,8,eas,adul,25.08,0.37,NR,sad,stud,,Ye_2017_msd_LSAS-SR-Avoidence_post_NA_self-report_3rd_cau_NA_NA,0.9761384304,0.4087994766,
"Yoshinaga, 2016",cbt,cau,,,msd,LSAS,cr,39.2,21.8,21,80.9,20.1,21,,,,,,,,,,,,,,,,,82.2,20.4,21,82.4,17.5,21,21,21,0,1,1,0.9523809524,2016,,16,post,n,ind,ind,16,eas,adul,32.05,0.405,com,sad,oth,,Yoshinaga_2016_msd_LSAS_post_NA_cr_cbt_cau_NA_NA,1.951292334,0.3772613374,
"Yoshinaga, 2016",cbt,cau,,,msd,SPAI,self-report,81.8,31.6,21,115.4,23,21,,,,,,,,,,,,,,,,,110,24.6,21,115.1,22,21,21,21,0,1,1,0.9523809524,2016,,16,post,n,ind,ind,16,eas,adul,32.05,0.405,com,sad,oth,,Yoshinaga_2016_msd_SPAI_post_NA_self-report_cbt_cau_NA_NA,1.192841144,0.3359088945,
"Zainal, 2021",Exposure,wlc,,,msd,SPDQ,self-report,9.52,3.51,26,12.53,4.92,18,,,,,,,,,,,,,,,,,19.12,3.5,26,16.99,4.42,18,26,18,3,2,0.8846153846,0.8888888889,2021,,4,post,n,ind,ind,4,us,yadul,23.3,0.773,com,sad,adul,,Zainal_2021_msd_SPDQ_post_NA_self-report_Exposure_wlc_NA_NA,0.7141668843,0.3162703295,
"Zainal, 2021",Exposure,wlc,,,msd,SIAS,self-report,25.29,9.5,26,29.8,13.28,18,,,,,,,,,,,,,,,,,53.48,9.53,26,46.45,14.54,18,26,18,3,2,0.8846153846,0.8888888889,2021,,4,post,n,ind,ind,4,us,yadul,23.3,0.773,com,sad,adul,,Zainal_2021_msd_SIAS_post_NA_self-report_Exposure_wlc_NA_NA,0.3959764541,0.3096201959,
